from	to	type
PHA-793887	Cdk4	inhibitor
ZM-241385	Adora2a	antagonist
SOMATOSTATIN	Sstr5	agonist
APITOLISIB	Pik3cg	inhibitor
CHEMBL323556	Gipr	agonist
CHIR-265	Braf	inhibitor
ROMIDEPSIN	Hdac8	inhibitor
CHEMBL70176	Gabra2	allosteric_modulator
DIPHENIDOL	Chrm4	antagonist
BUPARLISIB	Pik3cg	inhibitor
PAZOPANIB	Pdgfra	inhibitor
PHENACEMIDE	Scn9a	blocker
DORSOMORPHIN	Flt1	inhibitor
CT-1578	Csf1r	inhibitor
CHEMBL1917204	Gp1ba	inhibitor
CALCITRIOL	Vdr	antagonist
ACETYLDIGITOXIN	Atp1a1	inhibitor
FEDRATINIB	Jak2	inhibitor
CHEMBL1236539	Chek2	inhibitor
CHEMBL1609272	Grm7	antagonist
CARFILZOMIB	Psma4	inhibitor
(7S)-HYDROXYL-STAUROSPORINE	Chek1	inhibitor
FLUMAZENIL	Gabra1	allosteric_modulator
DOPAMINE	Drd4	agonist
BENDROFLUMETHIAZIDE	Slc12a1	blocker
CHEMBL452887	Kcnn2	activator
CHEMBL179583	Chek2	inhibitor
OXAZEPAM	Pik3cg	inhibitor
TALBUTAL	Gabrg2	positive_allosteric_modulator
BAY-1217389	Ttk	inhibitor
PLX-3397	Lck	inhibitor
GS 6201	Adora1	antagonist
QUERCETIN	Prkcg	inhibitor
BOSUTINIB	Tnk2	inhibitor
BEPRIDIL HYDROCHLORIDE	Cacna1e	blocker
NIRAPARIB	Parp2	inhibitor
DESOXYCORTICOSTERONE	Nr3c1	agonist
QUINUCLIDINYL BENZILATE	Chrm5	antagonist
LYSERGIDE	Htr6	agonist
IBUPROFEN	Slc5a8	inhibitor
BALANOL	Grk1	inhibitor
UPROSERTIB	Akt1	inhibitor
REPARIXIN	Cxcr2	allosteric_modulator
CUDC-907	Hdac6	inhibitor
PHENYLPYRUVATE	Anxa5	agonist
INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN	Insr	agonist
CABOZANTINIB	Ret	inhibitor
VALERIC ACID	Hmgcr	inhibitor
DESERPIDINE	Dpp8	inhibitor
CHEMBL1956070	Stk36	inhibitor
CHEMBL2147475	Mchr1	antagonist
INTERFERON GAMA-1B	Ifngr1	binder
DOMITROBAN	Tbxa2r	antagonist
ENDOMORPHIN-1	Oprm1	agonist
MAGNESIUM	Ryr2	antagonist
CHEMBL158578	Taar1	agonist
FAMOTIDINE	Adgrg3	antagonist
(S,S)-FIDARESTAT	Ar	inhibitor
CHEMBL484928	Pde7b	inhibitor
VANDETANIB	Flt4	inhibitor
ELETRIPTAN	Htr1b	agonist
CHEMBL8565	Adora3	antagonist
ORANTINIB	Kdr	inhibitor
CHEMBL573107	Rps6ka1	inhibitor
CHEMBL260563	Adora1	agonist
VORINOSTAT	Hdac6	inhibitor
SIROLIMUS	Fkbp1a	inhibitor
CHEMBL2062155	Aurkb	inhibitor
MECLIZINE	Nr1i3	antagonist
IMISOPASEM MANGANESE	Adora2a	antagonist
ISOFLURANE	Gabrp	positive_allosteric_modulator
CARVEDILOL	Adra1a	antagonist
BROMOCRIPTINE	Htr2a	agonist
CLEVIDIPINE	Cacna1c	blocker
ACAMPROSATE CALCIUM	Grin2d	antagonist
VINBLASTINE SULFATE	Tubb4b	inhibitor
VINFLUNINE	Tuba1c	inhibitor
DABRAFENIB MESYLATE	Map2k7	inhibitor
REGORAFENIB	Kdr	inhibitor
STRYCHNINE	Chrm5	allosteric_modulator
RANITIDINE HYDROCHLORIDE	Hrh2	antagonist
CAFFEINE, CITRATED	Adora2a	antagonist
BITOLTEROL MESYLATE	Adrb2	agonist
BREMELANOTIDE	Mc1r	agonist
CHEMBL2078915	Drd2	antagonist
BX-795	Pdpk1	inhibitor
XL-418	Akt1	inhibitor
COPANLISIB	Pik3r6	inhibitor
CHLOROTHIAZIDE	Car2	inhibitor
CLOZAPINE	Htr5a	antagonist
MARIZOMIB	Psmb8	inhibitor
ORTATAXEL	Tnf	inhibitor
AC-480	Erbb2	inhibitor
ERENUMAB	Calcrl	antagonist
SARACATINIB	Abl1	inhibitor
OCTANOL	C1ra	inhibitor
INDECAINIDE HYDROCHLORIDE	Scn2a	blocker
METHYPRYLON	Gabra2	positive_allosteric_modulator
N,N-DIMETHYLTRYPTAMINE	Htr6	agonist
OLANZAPINE	Htr2a	antagonist
KETANSERIN	Htr2a	antagonist
OXYBUTYNIN CHLORIDE	Chrm3	antagonist
OSANETANT	Tacr1	antagonist
BELINOSTAT	Hdac1	inhibitor
PEFICITINIB	Jak2	inhibitor
CHEMBL569864	Ehmt2	inhibitor
CHEMBL267615	Htr6	agonist
DIGOXIN	Atp1b2	inhibitor
K-252A	Chrm1	allosteric_modulator
BUTALBITAL	Gabrd	positive_allosteric_modulator
LYPRESSIN	Avpr1b	agonist
RAMATROBAN	Tbxa2r	antagonist
CHEMBL77862	Gria1	allosteric_modulator
APITOLISIB	Pik3cd	inhibitor
PEGINTERFERON LAMBDA-1A	Gm21970	agonist
OPROZOMIB	Psmc2	inhibitor
BREXPIPRAZOLE	Htr1a	partial_agonist
CAPROMAB	Folh1	antibody
AFATINIB	Egfr	inhibitor
ENMD-981693	Src	inhibitor
PROPAFENONE HYDROCHLORIDE	Scn7a	blocker
CHEMBL2052019	Hcn1	channel_blocker
CARMEGLIPTIN	Dpp4	inhibitor
APRACLONIDINE	Avpr1a	antagonist
FAMOTIDINE	Hrh1	antagonist
METHAZOLAMIDE	Car7	inhibitor
PINDOLOL	Adrb2	agonist
MAZINDOL	Nat2	inhibitor
NW-3509	Scn8a	blocker
MGCD-265	Met	inhibitor
OMIPALISIB	Akt1	inhibitor
PF-04691502	Pik3r4	inhibitor
CLOBAZAM	Gabrp	positive_allosteric_modulator
CHEMBL417572	Tacr1	antagonist
XL-844	Chek1	inhibitor
SABCOMELINE HYDROCHLORIDE	Chrm1	agonist
MESORIDAZINE BESYLATE	Drd2	antagonist
AZD-4547	Fgfr2	inhibitor
SF-1126	Pik3ca	inhibitor
CHEMBL311626	F2r	antagonist
BUPARLISIB	Pik3c2a	inhibitor
ANTIPYRINE	Avpr1a	antagonist
METFORMIN HYDROCHLORIDE	Ndufb8	inhibitor
CHEMBL66089	Tbxa2r	agonist
BRIGATINIB	Egfr	inhibitor
GSK-2636771	Pik3c2a	inhibitor
GEMCITABINE	Rrm1	inhibitor
PIRENZEPINE	Chrm1	antagonist
AMG-714	Il15	antibody
AMLODIPINE BESYLATE	Cacna1s	blocker
LINIFANIB	Tek	inhibitor
RAPACURONIUM BROMIDE	Chrnd	antagonist
CHEMBL453730	Kcnn2	activator
XL550	Nr3c2	antagonist
OCTREOTIDE ACETATE	Sstr3	agonist
MINOXIDIL	Glrb	antagonist
LUZINDOLE	Mtnr1a	antagonist
VINBLASTINE SULFATE	Tubb6	inhibitor
CHEMBL265859	Avpr2	agonist
TOFACITINIB CITRATE	Jak3	inhibitor
CYCLOTHIAZIDE	Slc12a3	inhibitor
Cerdulatinib	Jak1	inhibitor
GUANIDINE HYDROCHLORIDE	Kcnv2	blocker
BENOXINATE HYDROCHLORIDE	Scn5a	blocker
SB-216763	Gsk3a	inhibitor
BLONANSERIN	Htr2a	antagonist
CHEMBL450441	Galr2	agonist
PREGABALIN	Cacng6	modulator
HEXOCYCLIUM	Chrm5	antagonist
TEGLARINAD CHLORIDE	Nfkb2	inhibitor
CHEMBL23296	Ppard	agonist
ENMD-2076	Src	inhibitor
TAK-593	Pdgfrb	inhibitor
DACTOLISIB	Pik3c3	inhibitor
NAVITOCLAX	Bcl2l1	inhibitor
BENZTROPINE MESYLATE	Chrm4	antagonist
RIMONABANT	Gpr55	antagonist
QUINIDINE GLUCONATE	Scn3a	blocker
DIPYRIDAMOLE	Pde4c	inhibitor
MK-2206	Akt3	inhibitor
VOLINANSERIN	Htr2a	antagonist
SONOLISIB	Pik3r3	inhibitor
CLONAZEPAM	Gabra2	positive_allosteric_modulator
GSK-1059615	Pik3r2	inhibitor
CHEMBL351231	Hrh1	antagonist
NVP-AUY922	Hsp90aa1	inhibitor
ALPRAZOLAM	Gabrg1	positive_allosteric_modulator
CHEMBL34155	Gabra2	agonist
CARVEDILOL	Adra1a	antagonist
TCD-717	Chka	inhibitor
AMOXAPINE	Slc6a4	inhibitor
BEZAFIBRATE	Ppara	agonist
IMETIT	Hrh4	agonist
PHENSUXIMIDE	Cacna1g	blocker
BICUCULLINE	Gabra5	antagonist
NIACIN	Hcar2	agonist
PF-03758309	Pak4	inhibitor
PRILOCAINE	Scn5a	blocker
DILTIAZEM HYDROCHLORIDE	Cacna1c	blocker
NILOTINIB	Abl1	inhibitor
CLOBAZAM	Gabra1	positive_allosteric_modulator
BROMOCRIPTINE	Htr2c	agonist
DIETHYLSTILBESTROL DIPHOSPHATE	Esr1	agonist
PROPIONIC ACID	Ffar2	agonist
PF-03654764	Hrh3	antagonist
RUBOXISTAURIN	Prkcb	inhibitor
AZD-5438	Cdk6	inhibitor
Selurampanel	Grik2	antagonist
CHEMBL202701	Ahcy	inhibitor
DESFLURANE	Gabrb1	positive_allosteric_modulator
MIVACURIUM CHLORIDE	Chrnd	antagonist
CGS-8216	Gabra5	agonist
ALPRAZOLAM	Gabrb2	positive_allosteric_modulator
DINOPROSTONE	Tbxa2r	agonist
APITOLISIB	Pik3cb	inhibitor
AZD-7762	Chek1	inhibitor
BALICATIB	Ctsk	inhibitor
CHEMBL324017	Drd5	antagonist
TG100-801	Fgfr2	inhibitor
INFIGRATINIB	Fgfr4	inhibitor
HYDROCORTISONE ACETATE	Nr3c1	agonist
AFATINIB	Erbb2	inhibitor
OSI-930	Kit	inhibitor
GAMMA-AMINOBUTYRIC ACID	Itga4	binder
THIOPENTAL SODIUM	Gabrg3	positive_allosteric_modulator
ANANDAMIDE	Cnr1	agonist
SODIUM PHENYLBUTYRATE	Pde4c	inhibitor
NORFLUOXETINE	Htr2b	antagonist
MEPROBAMATE	Gabrb2	agonist
PHENYLPROPANOLAMINE HYDROCHLORIDE	Oprd1	agonist
TACEDINALINE	Hdac7	inhibitor
CHEMBL437501	Ctsk	inhibitor
SELETRACETAM	Sv2a	binder
DACTOLISIB	Pik3r3	inhibitor
PEGINTERFERON ALFA-2A	Ifnar1	agonist
CHEMBL420060	Adra1a	antagonist
CHEMBL34155	Gabra5	agonist
FLUOXETINE	Htr2b	antagonist
CHEMBL2311186	Oprk1	antagonist
DUVELISIB	Pik3cb	inhibitor
PLOZALIZUMAB	Ccr2	antibody
CHEMBL1593104	Ccr2	antagonist
METFORMIN HYDROCHLORIDE	Ndufc2	inhibitor
CIXUTUMUMAB	Igf1r	antagonist
PENTOXIFYLLINE	Pde4d	inhibitor
4SC-203	Flt4	inhibitor
SEMAXANIB	Kdr	inhibitor
CAFFEINE	Adora2a	antagonist
RESEQUINIL	Gabra2	inverse_agonist
ATAGABALIN	Cacng7	modulator
NADIDE	Trpm2	activator
RG-7256	Braf	inhibitor
LY-379268	Grm3	agonist
LIDOCAINE HYDROCHLORIDE HYDRATE	Scn4a	blocker
CEP-32496	Egfr	inhibitor
PRALIDOXIME	Ache	inhibitor
DACTOLISIB	Mtor	inhibitor
METHOHEXITAL SODIUM	Gabra2	positive_allosteric_modulator
TALBUTAL	Gabra3	positive_allosteric_modulator
ILOPROST	Tbxa2r	agonist
MIGLUSTAT	Ugcg	inhibitor
DALFAMPRIDINE	Kcnq3	blocker
FRESOLIMUMAB	Tgfb1	inhibitor
ATEZOLIZUMAB	Cd274	inhibitor
ME-344	Ndufs3	inhibitor
MB07811	Thrb	agonist
SILDENAFIL CITRATE	Pde5a	inhibitor
CHEMBL510780	Kcnn1	gating_inhibitor
DOMOIC ACID	Grik4	agonist
NORADRENALINE	Adrb2	agonist
CHEMBL566340	Pcsk5	inhibitor
PD-0325901	Map2k1	inhibitor
CUDC-907	Hdac11	inhibitor
BORTEZOMIB	Psmb6	inhibitor
METHYLNALTREXONE	Oprk1	antagonist
INSULIN PEGLISPRO	Insr	agonist
CEDIRANIB	Flt4	inhibitor
IRAMPANEL	Scn4a	blocker
LINOLEIC ACID	Ffar1	agonist
CHEMBL200177	Gabra1	allosteric_modulator
TOPIRAMATE	Scn5a	blocker
DESVENLAFAXINE SUCCINATE	Nat2	inhibitor
BROMOCRIPTINE	Htr1a	agonist
MIGLITOL	Mgam	inhibitor
CHEMBL99521	Chrm1	agonist
SEVOFLURANE	Gabrg1	positive_allosteric_modulator
RELAXIN	Rxfp2	agonist
PICROTOXIN	Glrb	channel_blocker
CHEMBL11348	Mc5r	antagonist
VOXTALISIB	Pik3c2b	inhibitor
ORPHENADRINE (CHLORIDE)	Scn4a	blocker
INDIBULIN	Tubb6	inhibitor
SAXAGLIPTIN HYDROCHLORIDE	Dpp4	inhibitor
PILARALISIB (CHEMBL3218575)	Pik3cg	inhibitor
CHEMBL332447	Avpr1a	agonist
PANOBINOSTAT LACTATE	Hdac6	inhibitor
PALIFERMIN	Fgfr2	agonist
ZOLEDRONIC ACID	Fdps	inhibitor
CHEMBL1093266	Nr1h3	antagonist
SPERMINE	Trpm4	channel_blocker
CHEMBL482436	Adora2b	antagonist
IMIGLITAZAR	Ppara	agonist
CARBENOXOLONE	Gja1	inhibitor
BERAPROST	Ptger4	agonist
DILTIAZEM	Kcna5	channel_blocker
ATRACURIUM	Chrna1	antagonist
BELINOSTAT	Hdac4	inhibitor
PIRIBEDIL (CHEMBL1371770)	Drd3	agonist
TIPROLISANT	Hrh1	antagonist
(S)-PIA	Adora1	agonist
THIAMYLAL SODIUM	Gabrb3	positive_allosteric_modulator
PERIFOSINE	Akt1	inhibitor
DANTROLENE	Ryr1	antagonist
PYRAZINAMIDE	Fpr-rs3	agonist
ARRY-300	Met	inhibitor
SODIUM ORTHOVANAD	Itpr3	antagonist
CHEMBL279453	Chrm1	antagonist
THYMIDINE	Hcar2	agonist
MOCLOBEMIDE	Cbx4	inhibitor
SNS-314	Aurkb	inhibitor
THIAMYLAL SODIUM	Gabra4	positive_allosteric_modulator
SUBSTANCE P	Tacr3	agonist
PREDNISOLONE ACETATE	Fpr1	agonist
CEP-2563	Prkca	inhibitor
PHENTOLAMINE MESYLATE	Adra2b	antagonist
SORAFENIB TOSYLATE	Vegfb	inhibitor
DAGLUTRIL	Mme	inhibitor
SGX-523	Met	inhibitor
OSIMERTINIB MESYLATE	Egfr	inhibitor
LIFITEGRAST	Itgal	antagonist
NALTREXONE	Oprk1	antagonist
LOSARTAN	Agtr1b	antagonist
PROGESTERONE	Cyp17a1	inhibitor
ENTACAPONE	Comt	inhibitor
IPATASERTIB	Akt3	inhibitor
CAMPHOR	Trpv1	activator
Buprenorphine Hydrochloride	Oprk1	agonist
ACETAZOLAMIDE	Car2	inhibitor
SAFINAMIDE	Maob	inhibitor
BORTEZOMIB	Psmc1	inhibitor
PHENYLEPHRINE HYDROCHLORIDE	Adra1a	agonist
CHEMBL2448578	Tbxa2r	antagonist
CROLIBULIN	Tubb6	inhibitor
PENTOBARBITAL SODIUM	Gabra5	positive_allosteric_modulator
CHEMBL157769	Asic1	channel_blocker
CHEMBL255088	Cyp24a1	inhibitor
CHEMBL1851943	Hdac1	inhibitor
AMITRIPTYLINE HYDROCHLORIDE	Htt	inhibitor
RESERPINE	Slc18a2	blocker
ETHINYL ESTRADIOL	Esr1	agonist
PHENOXYBENZAMINE HYDROCHLORIDE	Adra2c	antagonist
CHEMBL1254024	Avpr1a	antagonist
CHEMBL498270	Kcnn4	inhibitor
FASCAPLYSIN	Cdk4	inhibitor
AZD-1208	Pim3	inhibitor
ANASTROZOLE	Cyp19a1	inhibitor
CHEMBL33884	Nat2	antagonist
CHEMBL59030	Nr1h2	agonist
GUANIDINE HYDROCHLORIDE	Kcnf1	blocker
GUANIDINE HYDROCHLORIDE	Kcnh5	blocker
SEROTONIN	Drd5	agonist
NERISPIRDINE	Kcnq5	blocker
DIPYRIDAMOLE	Ada	inhibitor
IXAZOMIB CITRATE	Psmb11	inhibitor
PHENOXYBENZAMINE	Bace1	inhibitor
LINIFANIB	Kdr	inhibitor
PROMETHAZINE	Hrh1	antagonist
SGX-523	Met	inhibitor
BRENTUXIMAB VEDOTIN	Tnfrsf8	antibody
CHENODIOL	Nr1h4	agonist
BORTEZOMIB	Psmb5	inhibitor
RENZAPRIDE	Htr4	agonist
IXABEPILONE	Tubb5	inhibitor
DELUCEMINE	Grin2b	antagonist
CHEMBL406845	Lck	inhibitor
PHENYLARSINE OXIDE	Hsd11b1	inhibitor
ADENOSINE TRIPHOSPHATE	P2rx1	agonist
CHEMBL99951	Trpm2	activator
CHEMBL368161	C5ar1	antagonist
INAMRINONE	Pde3a	inhibitor
ENMD-981693	Kdr	inhibitor
TOSEDOSTAT	Metap1d	inhibitor
LOPERAMIDE HYDROCHLORIDE	Oprm1	agonist
CEBRANOPADOL	Oprm1	agonist
DRONEDARONE HYDROCHLORIDE	Scn8a	blocker
TRICHOSTATIN	Hdac1	inhibitor
OXELUMAB	Tnfrsf4	antagonist
LANICEMINE	Grin1	blocker
LEXIBULIN	Tubb3	inhibitor
LESTAURTINIB	Ntrk3	inhibitor
APLINDORE FUMARATE	Drd2	partial_agonist
PICTILISIB	Pik3r5	inhibitor
CHEMBL515716	Blvrb	inhibitor
KETANSERIN	Htr1a	antagonist
BRIGATINIB	Alk	inhibitor
QUINIDINE GLUCONATE	Scn9a	blocker
ANILERIDINE PHOSPHATE	Oprm1	agonist
RILAPLADIB	Pla2g7	inhibitor
TRIPITRAMINE	Chrm1	antagonist
ESTAZOLAM	Gabrg1	positive_allosteric_modulator
SECRETIN	Vipr2	agonist
CARBENOXOLONE	Panx3	inhibitor
BOSUTINIB	Abl1	inhibitor
ISONIPECOTIC ACID	C3ar1	agonist
INDECAINIDE HYDROCHLORIDE	Scn7a	blocker
METFORMIN HYDROCHLORIDE	Ndufs3	inhibitor
INK-128	Mtor	inhibitor
SEVOFLURANE	Gabra6	positive_allosteric_modulator
NV-128	Ndufc1	inhibitor
VX-745	Mapk14	inhibitor
RANIBIZUMAB	Flt1	inhibitor
QUISINOSTAT	Hdac2	inhibitor
REGN-421	Notch3	antibody
TOPIRAMATE	Car7	inhibitor
DACINOSTAT	Hdac4	inhibitor
APLAVIROC HYDROCHLORIDE	Ccr5	antagonist
DIMETHINDENE	Hrh1	antagonist
CHEMBL561339	Oprm1	agonist
CHEMBL27885	Klk4	inhibitor
CHEMBL353759	Col4a5	activator
NERATINIB	Egfr	inhibitor
QUINUCLIDINYL BENZILATE	Chrm1	antagonist
LINIFANIB	Kdr	inhibitor
INOSITOL	Plk1	inhibitor
TOLAZOLINE	Rock1	inhibitor
PRAVASTATIN	Hmgcr	inhibitor
METFORMIN HYDROCHLORIDE	Ndufs2	inhibitor
SPIROXATRINE	Adra1a	antagonist
DIPYRIDAMOLE	Pde9a	inhibitor
PHENAZOPYRIDINE HYDROCHLORIDE	Scn1a	blocker
CHEMBL401930	Insr	inhibitor
CHEMBL2169920	Smyd2	inhibitor
CHLORTHALIDONE	Car12	inhibitor
PENTOBARBITAL	Cdk6	inhibitor
GSK1482160	P2rx7	antagonist
LUCANTHONE	Top2b	inhibitor
CEBRANOPADOL	Oprm1	agonist
CHEMBL1081312	Pik3cg	inhibitor
AZD1386	Trpv1	blocker
Cerdulatinib	Syk	inhibitor
CHEMBL136800	Gsr	modulator
TAZAROTENE	Rara	agonist
NAFCILLIN	Ctse	inhibitor
ALTIRATINIB	Tek	inhibitor
CHEMBL160318	Blvrb	inhibitor
CARFILZOMIB	Psmc3	inhibitor
5-METHOXYTRYPTAMINE	Htr1b	agonist
DOMOIC ACID	Grik2	agonist
TRIMETREXATE	Dhfr	inhibitor
ACRIVASTINE	Hrh1	antagonist
BALANOL	Prkcb	inhibitor
PLX-3397	Cdk19	inhibitor
OXCARBAZEPINE	Scn10a	blocker
ENMD-2076	Kdr	inhibitor
RETASPIMYCIN	Hsp90aa1	inhibitor
AMISELIMOD HYDROCHLORIDE	S1pr3	modulator
GABAPENTIN ENACARBIL	Cacna1i	modulator
OSI-930	Flt1	inhibitor
TOLAZAMIDE	Kcnj10	blocker
IBRUTINIB	Lyn	inhibitor
ISOFLURANE	Gabra2	positive_allosteric_modulator
DIETHYLPROPION HYDROCHLORIDE	Nat2	inhibitor
PROPAFENONE HYDROCHLORIDE	Scn8a	blocker
ALPROSTADIL	Ptger2	agonist
FLUTICASONE	Adrb2	agonist
ARGATROBAN	F2	inhibitor
RO-194603	Gabra2	allosteric_modulator
SPEBRUTINIB	Btk	inhibitor
BETAMETHASONE	Nr3c1	agonist
PRIMIDONE	Gabra6	positive_allosteric_modulator
TAK-593	Kdr	inhibitor
NICARDIPINE HYDROCHLORIDE	Cacna1d	blocker
SULFINPYRAZONE	Abcc1	modulator
RESCINNAMINE	Slc18a2	inhibitor
CHLORPROMAZINE	Drd2	antagonist
DEZOCINE	Oprk1	antagonist
PAZOPANIB	Flt4	inhibitor
METHOCTRAMINE	Gabra2	allosteric_modulator
BRUCINE	Chrm5	allosteric_modulator
VARDENAFIL	Pde5a	inhibitor
DORAMAPIMOD	Mapk14	inhibitor
NAPROXCINOD	Ptgs1	inhibitor
OMIPALISIB	Pik3cb	inhibitor
CHEMBL2403218	Oprl1	agonist
NOMIFENSINE	Slc6a3	inhibitor
K-252A	Cbx4	inhibitor
EDROPHONIUM	Oprm1	agonist
TREPROSTINIL	Ptgir	agonist
EPACADOSTAT	Ido1	inhibitor
TREBANANIB	Angpt1	inhibitor
BECOCALCIDIOL	Vdr	agonist
ROMIDEPSIN	Hdac1	inhibitor
CHEMBL289498	Cckbr	antagonist
DESFLURANE	Gabrb3	positive_allosteric_modulator
INSULIN ASPART PROTAMINE RECOMBINANT	Insr	agonist
COENZYME_A	Chrm3	antagonist
CHEMBL59030	Nr1h3	agonist
CEP-5214	Flt1	inhibitor
RIBAVIRIN	Impdh1	inhibitor
MIROGABALIN BESYLATE	Cacna2d2	modulator
VIPADENANT	Adora2a	antagonist
PLINABULIN	Tubb2b	inhibitor
PRIMIDONE	Gabra1	antagonist
CHEMBL406821	Rock1	inhibitor
IMAGABALIN	Cacna1a	modulator
OXYTOCIN	Avpr1b	agonist
NAPHTHALENE	Crhr2	antagonist
PINDOLOL	Htr2a	agonist;antagonist
VANDETANIB	Epha2	inhibitor
BELATACEPT	Cd80	inhibitor
AZM-475271	Abl1	inhibitor
CHEMBL1895774	Adora2b	agonist
AT-9283	Aurka	inhibitor
SUPROFEN	Cpt2	inhibitor
TASELISIB	Pik3cg	inhibitor
DI17E6	Itgb5	inhibitor
CHEMBL1319383	Grm8	agonist
LY-3023414	Pik3r5	inhibitor
METHADONE	Gabra2	allosteric_modulator
NETOGLITAZONE	Pparg	agonist
BIMATOPROST	Ptgfr	agonist
ARBACLOFEN	Gabbr1	agonist
METHYCLOTHIAZIDE	P2rx7	antagonist
KW-2450	Insr	inhibitor
RG-7602	Chek1	inhibitor
VESTIPITANT	Tacr1	antagonist
LACOSAMIDE	Scn10a	blocker
ALTIRATINIB	Tek	inhibitor
CHEMBL1908856	Htr1a	antagonist
APITOLISIB	Pik3ca	inhibitor
EXEMESTANE	Cyp19a1	inhibitor
OXYMETAZOLINE HYDROCHLORIDE	Adra2c	agonist
LOXAPINE	Drd4	antagonist
ZINC ION	Gabra1	allosteric_modulator
REMOGLIFLOZIN ETABONATE	Slc5a2	inhibitor
DOBUTAMINE HYDROCHLORIDE	Adrb1	agonist
THEOPHYLLINE SODIUM GLYCINATE	Adora1	antagonist
BROLAMFETAMINE	Htr2c	agonist
CHEMBL181937	Pparg	agonist
FOSTAMATINIB	Syk	inhibitor
CHEMBL304858	Lss	inhibitor
RELACATIB	Ctsk	inhibitor
BUPARLISIB	Pik3r1	inhibitor
PREXASERTIB	Cds1	inhibitor
ALPROSTADIL	Catsper4	activator
PROCHLORPERAZINE MALEATE	Drd2	antagonist
TENIPOSIDE	Top2a	inhibitor
PHENMETRAZINE HYDROCHLORIDE	Slc6a3	inhibitor
CHEMBL99951	Kcnj9	activator
ERIBAXABAN	F10	inhibitor
JNJ-7777120	Hrh4	antagonist
ERENUMAB	Calcrl	antibody
DICYCLOMINE HYDROCHLORIDE	Chrm1	antagonist
FEDRATINIB	Jak1	inhibitor
ROSIGLITAZONE MALEATE	Pparg	agonist
MGL-3196	Thrb	agonist
VORINOSTAT	Hdac11	inhibitor
ROLIPRAM	Pde4a	inhibitor
DABRAFENIB	Braf	inhibitor
URSODIOL	Slc23a2	activator
CLONIDINE HYDROCHLORIDE	Adra2a	agonist
Safotibant	Bdkrb1	antagonist
SIVELESTAT	Pygb	inhibitor
DESLORATADINE	Hrh1	antagonist
PHENELZINE	Maob	inhibitor
WARFARIN	Gm21974	inhibitor
SATAVAPTAN	Avpr2	antagonist
CHEMBL398110	Cpb2	inhibitor
TRAMETINIB	Map2k7	inhibitor
TRAMETINIB	Map2k1	inhibitor
Fruquintinib	Flt4	inhibitor
CHEMBL1213492	Hdac1	inhibitor
CHEMBL1452805	S1pr1	agonist
BAZEDOXIFENE ACETATE	Esr1	modulator
METHARBITAL	Gabrr3	antagonist
ODULIMOMAB	Itgal	inhibitor
RAXATRIGINE	Scn9a	blocker
CHEMBL304858	Tbxa2r	antagonist
BUPARLISIB	Pik3r1	inhibitor
PI-103	Pik3ca	inhibitor
METHIMAZOLE	Tpo	inhibitor
ISOGUVACINE	Gabra5	agonist
AMITRIPTYLINE	Slc6a4	inhibitor
QUETIAPINE	Hrh1	antagonist
URIDINE_DIPHOSPHATE	Gpr17	agonist
NALTRIBEN	Oprd1	antagonist
LONAFARNIB	Kras	inhibitor
PICTILISIB	Pik3r2	inhibitor
CLORAZEPATE DIPOTASSIUM	Gabra5	positive_allosteric_modulator
VENETOCLAX	Bcl2	inhibitor
HYDROCORTAMATE	Pla2g1b	inhibitor
LISURIDE	Adra1a	antagonist
VORINOSTAT	Hdac5	inhibitor
AT-7519	Cdk15	inhibitor
NETOGLITAZONE	Ppard	agonist
MAZINDOL	Slc6a2	inhibitor
PROPARACAINE HYDROCHLORIDE	Scn3a	blocker
NEPAFENAC	Ptgs1	inhibitor
STRYCHNINE	Glra3	antagonist
INDAPAMIDE	Kcnq1	blocker
CNV2197944	Cacna1b	blocker
TRIFLUOPERAZINE HYDROCHLORIDE	Htr2c	antagonist
ATROPINE	Chrm1	antagonist
CHEMBL1232082	Pde4d	inhibitor
GUANIDINE HYDROCHLORIDE	Kcnq5	blocker
CHEMBL343357	Chrm1	allosteric_modulator
CAFFEINE	Adora3	antagonist
DIMENHYDRINATE	Hrh1	antagonist
CHEMBL188678	Prkdc	inhibitor
BUTORPHANOL	Oprm1	agonist
LIDOCAINE HYDROCHLORIDE HYDRATE	Scn3a	blocker
ISOSORBIDE	Bcl2	inhibitor
CGS-8216	Gabra1	agonist
IBALIZUMAB	Cd4	binder
PRAMLINTIDE ACETATE	Calcr	agonist
VALSARTAN	Agtr1b	antagonist
VOXTALISIB	Pik3cg	inhibitor
RUCAPARIB	Parp1	inhibitor
CHEMBL578514	Galr1	agonist
DIGOXIN	Atp1b1	inhibitor
ARCAINE	Avpr1b	agonist
CHEMBL1084102	Pla2g2a	inhibitor
LS-104	Jak2	inhibitor
CASOPITANT	Tacr1	antagonist
RIZATRIPTAN	Htr1a	agonist
CERLAPIRDINE	Htr6	antagonist
CHEMBL1562432	Adora3	antagonist
APREMILAST	Pde4a	inhibitor
COLCHICINE	Tubb3	inhibitor
GOLVATINIB	Kdr	inhibitor
CARBACYCLIN	Tbxa2r	agonist
VANTICTUMAB	Fzd2	antagonist
GSK-610677	Mapk14	inhibitor
CHEMBL25414	Hrh1	agonist
CHOLESTEROL	Mapk10	inhibitor
IMAGABALIN	Cacna1e	modulator
