from	to	type
SEROTONIN	NAT1	agonist
CHEMBL418834	HTR1B	antagonist
FENFLURAMINE	C1QB	inhibitor
LY2881835	FFAR1	agonist
ELEDOISIN	TACR3	agonist
[3H]NISOXETINE	SLC6A2	inhibitor
BEVACIZUMAB	VEGFA	inhibitor
GADOBENATE DIMEGLUMINE	KCNJ14	gating_inhibitor
CHEMBL159332	HTR1D	agonist
AMG-761	CCR4	antibody
CHEMBL1718432	GPR55	agonist
CHEMBL2397386	DRD3	antagonist
GUANIDINE HYDROCHLORIDE	KCNA2	blocker
CANNABIDIOL	CNR1	allosteric_modulator
S-237648	NPY5R	antagonist
DADLE	OPRD1	agonist
IMATINIB MESYLATE	ABL1	inhibitor
ROSIGLITAZONE	TRPC5	activator
ALBIGLUTIDE	GLP1R	agonist
LONAFARNIB	NRAS	inhibitor
PAMOIC ACID	GPR35	agonist
DIPYRIDAMOLE	PDE8B	inhibitor
DAROTROPIUM BROMIDE	CHRM1	antagonist
CHEMBL1368758	S1PR2	antagonist
CGS-27023A	MMP1	inhibitor
BAMBUTEROL	ADRB2	agonist
VABICASERIN HYDROCHLORIDE	HTR2C	agonist
MIANSERIN	HTR2C	antagonist
KETOTIFEN	HRH1	antagonist
SURAMIN	P2RY1	antagonist
RESIQUIMOD	TLR8	agonist
FEXOFENADINE	HRH1	antagonist
BILOBALIDE	HTR3B	channel_blocker
LIRAGLUTIDE	GLP1R	agonist
METFORMIN HYDROCHLORIDE	NDUFA6	inhibitor
ANTAZOLINE	HRH1	antagonist
VINBLASTINE SULFATE	TUBA3E	inhibitor
GABAPENTIN	CACNA1S	modulator
TXA127	MAS1	agonist
SARPOGRELATE	HTR2B	antagonist
AMG-900	AURKA	inhibitor
FENTANYL	OPRD1	agonist
NILOTINIB	NOS2	inhibitor
CYC-116	AURKA	inhibitor
XALIPRODEN	HTR1A	antagonist
DINOPROSTONE	PTGDR2	agonist
GLYCOPYRROLATE	CHRM1	antagonist
LY377604	ADRB2	antagonist
DOXYCYCLINE HYDRATE	MMP1	inhibitor
DEPELESTAT	ELANE	inhibitor
DIPIVEFRIN HYDROCHLORIDE	ADRB2	agonist
AZITHROMYCIN	ADCYAP1R1	agonist
BROLAMFETAMINE	HTR2B	agonist
CHEMBL236994	GRM1	allosteric_modulator
GLIMEPIRIDE	CCKAR	antagonist
OXYPHENONIUM BROMIDE	CHRM3	antagonist
NV-128	NDUFA7	inhibitor
CHEMBL410596	SSTR2	agonist
PREGABALIN	CACNG1	modulator
NAFARELIN	GNRHR	agonist
EPINASTINE	HRH1	antagonist
EXENATIDE	GLP1R	binder
AGOMELATINE	HTR2B	antagonist
CHEMBL418854	DRD3	binder
PALIPERIDONE	HTR1A	antagonist
FLUFENAMIC ACID	GJB6	inhibitor
PLINABULIN	TUBB1	inhibitor
VASOPRESSIN	AVPR1A	agonist
CYPROHEPTADINE	LPAR1	agonist
MEPERIDINE HYDROCHLORIDE	GPR119	agonist
SU-014813	FLT1	inhibitor
MAGNESIUM	KCNJ12	inhibitor
LABRADIMIL	BDKRB2	agonist
CHEMBL1233686	P2RY4	agonist
PLX-3397	FLT1	inhibitor
MAPROTILINE	NMBR	antagonist
FILOREXANT	HCRTR1	antagonist
CHEMBL139677	CHRM3	allosteric_modulator
SUNITINIB	FLT1	inhibitor
VECURONIUM BROMIDE	CHRND	antagonist
ZIPRASIDONE HYDROCHLORIDE	HTR2A	antagonist
DEXEFAROXAN	ADORA2A	agonist
MEPHENTERMINE SULFATE	ADRB2	agonist
NELOTANSERIN	HTR2A	inverse_agonist
QUAZEPAM	GABRQ	positive_allosteric_modulator
CHEMBL279453	CHRM4	antagonist
AFIMOXIFENE (CHEMBL10041)	ESR1	modulator
MIANSERIN	HTR6	antagonist
METOPROLOL TARTRATE	ADRB1	antagonist
METFORMIN HYDROCHLORIDE	MT-ND1	inhibitor
APRINDINE	AVPR1A	antagonist
TROSPIUM CHLORIDE	CHRM3	antagonist
SOLIFENACIN	CHRM5	antagonist
NALTRIBEN	OPRD1	antagonist
LISURIDE	HTR2B	antagonist
LEVOBUNOLOL HYDROCHLORIDE	ADRB2	antagonist
GUANIDINE HYDROCHLORIDE	KCNG3	blocker
SERTINDOLE	HTR1D	antagonist
HALAZEPAM	GABRQ	positive_allosteric_modulator
BETAXOLOL	DLX3	agonist
PIMAVANSERIN	HTR2A	antagonist
DENOSUMAB	TNFSF11	inhibitor
DARAPLADIB	PLA2G7	inhibitor
CHEMBL114112	NAT1	antagonist
DIZOCILPINE	HRH1	antagonist
GR-127935	HTR1A	agonist
BENAZEPRILAT	ACE	inhibitor
ELZASONAN HYDROCHLORIDE	HTR1D	antagonist
CHEMBL1628670	HTR2C	agonist
IMAGABALIN	CACNG6	modulator
CINNARIZINE	HRH1	antagonist
METFORMIN HYDROCHLORIDE	NDUFB6	inhibitor
CHEMBL293226	CCKAR	agonist
INDIBULIN	TUBB1	inhibitor
SB-649868	HCRTR2	antagonist
TIMOLOL MALEATE	ADRB2	antagonist
PHA-793887	CDK20	inhibitor
CHLORPROMAZINE	DRD3	antagonist
CABERGOLINE	ADRA2A	antagonist
ADENOSINE PHOSPHATE	GALR2	agonist
ERIBAXABAN	CHRM5	agonist
ELETRIPTAN	HTR1F	agonist
TANEZUMAB	NGFR	antagonist
CHEMBL72410	EDNRB	antagonist
CHEMBL101690	HTR1F	agonist
NITRIC OXIDE	DRD1	antagonist
CHEMBL409969	OPRL1	agonist
MITEMCINAL FUMARATE	MLNR	agonist
CHEMBL435278	PPARD	agonist
LINOLENIC ACID	FFAR1	agonist
PROCAINAMIDE HYDROCHLORIDE	SCN10A	blocker
CHEMBL116757	MMP13	inhibitor
FG-3019	CTGF	inhibitor
CHEMBL76128	ADORA2A	antagonist
TEDISAMIL	KCNA5	blocker
FLUFENAMIC ACID	OSGIN2	inhibitor
GUANFACINE HYDROCHLORIDE	ADRA2A	agonist
SUMATRIPTAN	HTR1F	agonist
NAFCILLIN	HRH1	antagonist
4SC-203	FLT1	inhibitor
ETANERCEPT	TNF	antibody
J-113,397	OPRL1	antagonist
THIORIDAZINE	DRD5	antagonist
CHEMBL10332	ADRA2A	antagonist
ERGOLOID MESYLATES	ADRA2C	antagonist
NARATRIPTAN HYDROCHLORIDE	HTR1B	agonist
TAK-593	VEGFA	inhibitor
cA2	GJD4	inhibitor
LEUKOTRIEN E4	CYSLTR2	agonist
PROPIOMAZINE HYDROCHLORIDE	HRH1	antagonist
PENTOXIFYLLINE	ADORA2A	antagonist
DALFAMPRIDINE	KCNV1	blocker
CHEMBL2164551	GRM1	modulator
CHEMBL324017	DRD1	antagonist
MIRTAZAPINE	ADRA2A	antagonist
TIOTROPIUM (CHEMBL1900528)	CHRM1	antagonist
PF-03814735	AURKA	inhibitor
SEROTONIN	HTR1B	agonist
CRIZOTINIB	ROS1	inhibitor
FLAVOXATE HYDROCHLORIDE	PDE8B	inhibitor
AGOMELATINE	HTR2C	antagonist
BENOXINATE HYDROCHLORIDE	SCN10A	blocker
CHEMBL275628	HTR1E	agonist
CHEMBL283206	CNR1	agonist
CHEMBL101690	HTR1F	agonist
CHEMBL225155	S1PR2	agonist
RITANSERIN	HTR2A	antagonist
KW-2449	ABL1	inhibitor
METERGOLINE	HTR1B	antagonist
PAZOPANIB	FLT1	inhibitor
THIAMYLAL SODIUM	GABRG1	positive_allosteric_modulator
DESVENLAFAXINE FUMARATE	NAT1	inhibitor
CHEMBL417149	CASP3	inhibitor
FONTOLIZUMAB	IFNG	inhibitor
QUINIDINE SULFATE	SCN10A	blocker
QUINAPRIL HYDROCHLORIDE	ACE	inhibitor
CHEMBL1590266	HTR1A	agonist
CHLORPROMAZINE	DRD5	antagonist
CLOZAPINE	CHRM1	allosteric_modulator
NALUZOTAN	HTR1A	agonist
CHEMBL3187503	GRPR	agonist
CHEMBL130715	CHRM1	agonist
VANDETANIB	EPHA10	inhibitor
METIPRANOLOL HYDROCHLORIDE	ADRB2	antagonist
IPRATROPIUM	CHRM1	antagonist
BROLAMFETAMINE	HTR2A	agonist
CENDERITIDE	DLX3	agonist
AZD-0424	ABL1	inhibitor
LEBRIKIZUMAB	IL13	inhibitor
CHEMBL37807	EDNRB	antagonist
LESTAURTINIB	NTRK2	inhibitor
METAPROTERENOL SULFATE	ADRB2	agonist
PERGOLIDE	HTR1B	agonist
IMIDAPRIL	ACE	inhibitor
BRL-15,572	HTR2C	agonist
ZIPRASIDONE	HTR2A	antagonist
MK-5108	AURKA	inhibitor
SNS-314	AURKA	inhibitor
DELMITIDE	TNF	inhibitor
MITEMCINAL	MLNR	agonist
TIMOLOL MALEATE	ADRB1	antagonist
CHEMBL10009	MTNR1A	agonist
TERLIPRESSIN	AVPR1A	stimulator
CHEMBL1517556	GRM1	allosteric_modulator
METHYSERGIDE MALEATE	HTR2C	antagonist
CHEMBL1255588	HTR2A	antagonist
NARATRIPTAN	HTR1D	agonist
ALISERTIB	AURKA	inhibitor
RELCOVAPTAN	AVPR1A	antagonist
ESTAZOLAM	CHRM1	allosteric_modulator
CHLORPROMAZINE	DRD3	antagonist
CHEMBL592652	PPARD	antagonist
YOHIMBINE	HTR1D	antagonist
DRONEDARONE	KCNA5	blocker
PLERIXAFOR	ACKR3	agonist
OLANZAPINE PAMOATE	DRD3	antagonist
SOMATOSTATIN	SSTR1	agonist
PROCYCLIDINE	KCNA3	channel_blocker
FASIGLIFAM	FFAR1	positive_allosteric_modulator
FLUFENAMIC ACID	GJC2	inhibitor
CHEMBL260563	ADORA2A	agonist
APOMORPHINE	HTR2C	antagonist
IPRATROPIUM	CHRM4	antagonist
GABAPENTIN	CACNG7	modulator
DIMENHYDRINATE	HRH1	antagonist
SURINABANT	CNR1	antagonist
SCOPOLAMINE	P2RY1	antagonist
VANDETANIB	TEK	inhibitor
CHEMBL133455	HTR2B	agonist
GANIRELIX ACETATE	GNRHR	antagonist
VINORELBIN DITARTRATE	TUBB1	inhibitor
FISPEMIFENE	ESR1	modulator
PROPYLTHIOURACIL	TPO	inhibitor
TRIFLUOPERAZINE	HTR2C	antagonist
TOLAZOLINE HYDROCHLORIDE	ADRA2A	antagonist
CHEMBL1628667	CHRM4	antagonist
TRYPTAMINE	HTR1B	agonist
CHEMBL20963	HTR2C	agonist
FENOLDOPAM	DRD1	agonist
ERIBULIN MESYLATE	TUBB	inhibitor
VORTIOXETINE	HTR1B	agonist
FORMOTEROL	ADRB2	agonist
LIXIVAPTAN	AVPR2	antagonist
ETHYLKETOCYCLAZOCINE	OPRD1	agonist
BUTABARBITAL SODIUM	GABRG1	positive_allosteric_modulator
CHEMBL1162174	P2RY6	agonist
Sulfatinib	FLT1	inhibitor
PILOCARPINE	CHRM3	agonist
SURAMIN	P2RY13	antagonist
NAVITOCLAX	BCL2L1	inhibitor
PROPRANOLOL	SLC10A1	inhibitor
METHYLERGONOVINE	HTR1E	antagonist
(R)-CYSTEINE	TAAR1	agonist
PICLOZOTAN	HTR1A	agonist
AMATUXIMAB	MSLN	inhibitor
ASENAPINE (CHEMBL3187365)	HTR2A	antagonist
CHEMBL1784904	P2RY4	agonist
PROPYLPYRAZOLETRIOL	ESR1	agonist
CERTOLIZUMAB PEGOL	TNF	antibody
BUFOTENINE	HTR2A	antagonist
URIDINE TRIPHOSPHATE	P2RY4	agonist
EPINASTINE	HRH1	antagonist
BUTALBITAL	GABRQ	positive_allosteric_modulator
HIMBACINE	CHRM5	antagonist
BEGACESTAT	PSENEN	inhibitor
NALTREXONE	OPRD1	antagonist
CHEMBL285819	ADORA2A	agonist
2-METHYLHISTAMINE	HRH4	agonist
ESMOLOL HYDROCHLORIDE	ADRB2	antagonist
CHEMBL323356	HTR2C	antagonist
ANIRACETAM	GRIA1	allosteric_modulator
RITANSERIN	HTR2B	antagonist
PYRAZINAMIDE	FPR2	agonist
RALFINAMIDE	CACNA1B	blocker
REGORAFENIB	FLT1	inhibitor
PERINDOPRIL ARGININE	ACE	inhibitor
PHENACEMIDE	SCN10A	blocker
LYSERGOL	HTR1E	agonist
COLCHICINE	TUBB1	inhibitor
GALANIN	GALR2	agonist
LY2245461	ESR1	modulator
CYSTETINE TRIPHOSPHATE	BRS3	antagonist
PIPECURONIUM BROMIDE	CHRND	antagonist
HYDROXYCHLOROQUINE	TLR9	antagonist
MIRTAZAPINE	HTR2C	antagonist
TRAZODONE	HTR2A	antagonist
CHEMBL13668	DRD5	antagonist
DIAZOXIDE	GUCY2F	activator
HYDROXYZINE	HRH1	antagonist
VAPREOTIDE	SSTR3	agonist
NARATRIPTAN	HTR1B	agonist
FLOXURIDINE	HCAR2	agonist
METHIMAZOLE	TPO	inhibitor
QUETIAPINE FUMARATE	HTR2C	antagonist
SPIPERONE	DRD3	antagonist
ELAGOLIX	GNRHR	antagonist
SARILUMAB	CD8B2	antibody
N-(2-HYDROXYETHYL)STEARAMIDE	GPR119	agonist
HALOPERIDOL	HRH1	antagonist
DOTHIEPIN (CHEMBL1492500)	CHRM4	antagonist
PEGPLERANIB SODIUM	PDGFB	inhibitor
ALMOTRIPTAN MALATE	HTR1D	agonist
METERGOLINE	HTR2A	antagonist
PALIPERIDONE	HTR2A	antagonist
BRIMONIDINE TARTRATE	ADRA2B	agonist
LEVOBUNOLOL HYDROCHLORIDE	ADRB1	antagonist
MK-5108	AURKA	inhibitor
Relugolix	GNRHR	antagonist
DOXYCYCLINE HYDRATE	MMP13	inhibitor
BAZEDOXIFENE	ESR1	antagonist
ROLOFYLLINE (CHEMBL52333)	ACKR3	agonist
5-MEO-DMT	HTR2C	agonist
ROBALZOTAN	HTR1A	antagonist
ODANACATIB	CTSO	inhibitor
APAFANT	PTAFR	antagonist
CYSTETINE TRIPHOSPHATE	GRPR	antagonist
ARECOLINE	CHRM4	agonist
VINCAMINE	CHRM4	allosteric_modulator
CAREBASTINE	HRH1	antagonist
CHEMBL136689	ADORA2A	antagonist
PROMAZINE HYDROCHLORIDE	DRD3	antagonist
ELETRIPTAN	HTR1E	agonist
NICLOSAMIDE	NPY4R	allosteric_modulator
PHENTOLAMINE	ADRA2A	antagonist
ME-344	NDUFS2	inhibitor
VANTICTUMAB	FZD7	antagonist
OLEIC ACID	FFAR1	agonist
CHEMBL3307200	AVPR2	antagonist
DYNORPHIN B	OPRD1	agonist
UMECLIDINIUM	CHRM4	antagonist
CHEMBL101690	HTR1A	agonist
BENZTROPINE MESYLATE	CHRM1	antagonist
VORSETUZUMAB MAFODOTIN	CD70	antibody
DYNORPHIN A (1-17)	OPRD1	agonist
CHEMBL608532	CHRM1	allosteric_modulator
CYCLOTHIAZIDE	GRIA1	allosteric_modulator
OLODATEROL	ADRB2	agonist
THIOTHIXENE	HTR2A	antagonist
CLOZAPINE	HRH1	antagonist
CHEMBL38288	HTR1B	antagonist
PRANLUKAST	CYSLTR2	antagonist
AT-9283	ABL1	inhibitor
CHEMBL298235	ADORA2A	agonist
LORATADINE	HRH1	antagonist
MYRIOCIN	SPTLC3	inhibitor
FROVATRIPTAN	HTR1D	agonist
NECA	ADORA2A	agonist
CHEMBL209497	GALR2	antagonist
CHEMBL1256923	KISS1R	agonist
CHEMBL2181965	ADORA2A	antagonist
CHEMBL2206331	CHRM4	allosteric_modulator
TERTATOLOL	HTR1A	antagonist
EPINEPHRINE	ADRB2	agonist
POMALIDOMIDE	RBX1	inhibitor
RISPERIDONE	HTR2A	antagonist
HEMIN	NR1D1	agonist
SUMATRIPTAN	HTR1E	agonist
CHEMBL3186179	HTR2B	agonist
AZD8683	CHRM3	antagonist
TALBUTAL	GABRG1	positive_allosteric_modulator
DOXAPRAM HYDROCHLORIDE	KCNK9	blocker
FAXELADOL	NAT1	inhibitor
ROTIGOTINE	DRD3	agonist
CHEMBL74975	ADORA2A	antagonist
MARIMASTAT	MMP1	inhibitor
ALDOSTERONE	FPR1	agonist
AMG-900	AURKA	inhibitor
AZASETRON	ADCYAP1R1	agonist
MK-0249	HRH4	antagonist
ILOPROST	PTGER2	agonist
UMECLIDINIUM BROMIDE	CHRM3	antagonist
APRACLONIDINE	ADRA2A	agonist
LORAZEPAM	GABRG1	positive_allosteric_modulator
CHEMBL49247	HTR1A	agonist
CHEMBL523685	CHRM5	allosteric_modulator
ISOSORBIDE MONONITRATE	GUCY1B3	activator
CAFFEINE, CITRATED	FPR2	agonist
CLOZAPINE	DRD3	antagonist
CHEMBL2094089	ADORA2A	agonist
USTEKINUMAB	IL23A	inhibitor
CYCLOLEUCINE	CMKLR1	agonist
PRIMIDONE	SCN10A	blocker
CHEMBL266591	HTR1B	agonist
AZD5672	CCR5	antagonist
ERGOTAMINE	HTR6	agonist
METHAMPHETAMINE HYDROCHLORIDE	NAT1	inhibitor
GSK239512	HRH3	antagonist
ERGOLOID MESYLATES	DRD5	agonist
BENZTROPINE MESYLATE	CHRM5	antagonist
PIMAGEDINE HYDROCHLORIDE	NOS2	inhibitor
ESMIRTAZAPINE MALEATE	HTR2A	antagonist
PREGABALIN	CACNG5	modulator
PENTOBARBITAL	GABRG1	positive_allosteric_modulator
TASIMELTEON	MTNR1A	agonist
FLUSPIRILENE	HTR2A	antagonist
[3H]LSD	HTR6	agonist
FUROSEMIDE	GPR35	agonist
VOLINANSERIN	HTR2C	antagonist
ROTIGOTINE	DRD1	agonist
OCTREOTIDE	SSTR2	binder
BENZTROPINE	CHRM1	antagonist
XANTHINE AMINE CONGENER	ADORA2A	antagonist
CHEMBL609245	ADORA2A	agonist
NOCICEPTIN	OPRL1	agonist
NV-128	NDUFB11	inhibitor
CYPROHEPTADINE	HTR6	antagonist
MK-212	HTR2A	agonist
ARIPIPRAZOLE	HTR2C	agonist
RALOXIFENE	ESR1	agonist;antagonist
CHEMBL1334465	HCRTR1	antagonist
OZANIMOD	S1PR4	agonist
ATACICEPT	TNFSF13B	inhibitor
MITOTANE	ESR1	binder
ALITRETINOIN	VKORC1	inhibitor
TRIMIPRAMINE MALEATE	HTR2C	antagonist
N,N-HEXAMETHYLENEAMILORIDE	GNRHR	allosteric_modulator
RB 2	P2RY6	antagonist
BUSPIRONE	HTR1A	agonist
CHEMBL343796	CHRM5	allosteric_modulator
INDOMETHACIN	PTGDR2	agonist
DESOXYCORTICOSTERONE	NMBR	agonist
REGN-421	NOTCH4	antibody
TOREMIFENE	ESR1	modulator
EPLIVANSERIN FUMARATE	HTR2C	binder
IMATINIB	ABL1	inhibitor
CHEMBL131556	HTR1A	antagonist
DONITRIPTAN	HTR1E	agonist
CHEMBL3182200	GPR119	agonist
RIZATRIPTAN	HTR1B	agonist
PIRIBEDIL (CHEMBL1371770)	ADRA2A	antagonist
PYRIDOXAL PHOSPHATE	GPER1	antagonist
SOMATOSTATIN	SSTR2	agonist
FURTRETHONIUM	CHRM1	agonist
ZIPRASIDONE MESYLATE	HTR2C	antagonist
SETMELANOTIDE	MC3R	agonist
CHEMBL3182437	USP1	inhibitor
RITANSERIN	HTR1D	antagonist
SORAFENIB TOSYLATE	FLT1	inhibitor
OCTANOL	GJA1	inhibitor
DIPIVEFRIN HYDROCHLORIDE	ADRA2A	agonist
POLYESTRADIOL PHOSPHATE	ESR1	agonist
PONATINIB	ABL1	inhibitor
AEE-788	FLT1	inhibitor
MIDAZOLAM HYDROCHLORIDE	GABRG1	positive_allosteric_modulator
SARAFOTOXIN S6C	EDNRB	agonist
VARESPLADIB	PLA2G2A	inhibitor
SAD448	CNR2	agonist
ZIPRASIDONE	HTR1B	agonist
TERGURIDE	HTR1D	agonist
CHEMBL541253	GALR3	agonist
PJ34 (CHEMBL372303)	ACVR1C	agonist
CHEMBL143210	GRM6	agonist
N-DESMETHYLCLOZAPINE	CHRM1	allosteric_modulator
CORTISONE ACETATE	GPR119	agonist
VELNEPERIT	NPY5R	antagonist
METHYSERGIDE	HTR1F	antagonist
RAVIDASVIR	C5AR2	agonist
CLENBUTEROL	ADRB2	agonist
ZOLMITRIPTAN	HTR1D	agonist
GOSERELIN ACETATE	GNRHR	agonist
PASIREOTIDE DIASPARTATE	SSTR2	agonist
FK453	ADORA2A	antagonist
PALIPERIDONE	HTR1E	antagonist
ALNIDITAN	HTR1B	agonist
DANAZOL	ESR1	antagonist
FADROZOLE	CYP11B2	inhibitor
ME-344	MT-ND6	inhibitor
CYCLOSPORINE	SLCO1B1	inhibitor
Modimelanotide	MC1R	agonist
METHYLDOPA	ADRA2A	agonist
TEDATIOXETINE	NAT1	inhibitor
FLESINOXAN	HTR1A	agonist
METITEPINE	HTR1A	antagonist
NORETHINDRONE ACETATE	FPR1	agonist
VENETOCLAX	BCL2L1	antagonist
PIMOZIDE	HRH1	antagonist
ETALOCIB	LTB4R	antagonist
HISTAMINE PHOSPHATE	HRH1	agonist
AMLEXANOX	IKBKE	inhibitor
OCTREOTIDE ACETATE	SSTR1	agonist
ALPRENOLOL	ADRB2	antagonist
cA2	GJD3	inhibitor
CITALOPRAM	SLC6A2	inhibitor
TOPIRAMATE	GRIA1	antagonist
HALOPERIDOL LACTATE	HTR2A	antagonist
ILOPROST	PTGER2	agonist
DALFAMPRIDINE	KCNJ13	channel_blocker
BETHANECHOL	CHRM1	agonist
LANSOPRAZOLE	F2RL3	agonist
TOLTERODINE	CHRM4	antagonist
CHEMBL382739	S1PR3	agonist
ISTRADEFYLLINE	ADORA2A	antagonist
ETHINYL ESTRADIOL	ESR1	agonist
CLOZAPINE	HTR2B	antagonist
SUMATRIPTAN	HTR1B	agonist
VARESPLADIB METHYL	PLA2G5	inhibitor
5-METHOXYTRYPTAMINE	HTR2A	agonist
DROXIDOPA	ADRA2B	agonist
PHENTOLAMINE MESYLATE	ADRA2C	antagonist
CARBACHOL (CHEMBL14)	CHRM3	agonist
PIRENZEPINE	CHRM4	antagonist
ACLIDINIUM BROMIDE	CHRM3	antagonist
CHEMBL187349	GPR55	agonist
Fasitibant chloride	BDKRB2	antagonist
cA2	GJA5	inhibitor
SNC-80	OPRD1	agonist
RIZATRIPTAN	HTR1D	agonist
ZATEBRADINE	HCN4	channel_blocker
PYRIMETHAMINE	IFNLR1	agonist
BEPRIDIL	ADCYAP1R1	agonist
ACIPIMOX	HCAR2	agonist
UMECLIDINIUM	CHRM1	antagonist
CEVIMELINE HYDROCHLORIDE	CHRM1	agonist
COBICISTAT	CH25H	inhibitor
CHEMBL130715	CHRM3	agonist
ENMD-2076	AURKA	inhibitor
MECLOFENAMATE SODIUM	MLNR	antagonist
LISURIDE	HTR1A	agonist
TOLTERODINE TARTRATE	CHRM3	antagonist
OXYBUTYNIN	CHRM3	antagonist
DEXAMETHASONE	GPR119	agonist
RG7314	AVPR1A	antagonist
DOCETAXEL	TUBB	inhibitor
ORNITHINE	GPRC6A	agonist
CHEMBL429731	PRLHR	agonist
ACEBUTOLOL	ADRB1	antagonist
ISOSORBIDE DINITRATE	GUCY1A2	activator
PJ34 (CHEMBL372303)	ACVR1C	agonist
CHEMBL1334217	HRH1	antagonist
CHEMBL164813	OXER1	agonist
ESOMEPRAZOLE MAGNESIUM	ATP4B	inhibitor
DOXYCYCLINE HYCLATE	MMP1	inhibitor
PERGOLIDE	DRD3	agonist
TARENFLURBIL	PSENEN	modulator
DOBUTAMINE	ADRB2	agonist
CHEMBL2153670	CNR1	agonist
EZETIMIBE	NPC1L1	inhibitor
OCAPERIDONE	HTR2A	antagonist
DALFAMPRIDINE	KCNF1	blocker
CHEMBL343357	CHRM3	allosteric_modulator
LUCITANIB	FLT1	inhibitor
ALCOHOL	RAMP3	agonist
OCTANOL	ART1	inhibitor
CHEMBL297784	HTR2B	antagonist
TAMOXIFEN CITRATE	ESR1	modulator
URIDINE TRIPHOSPHATE	P2RY2	agonist
DOXACURIUM CHLORIDE	CHRND	antagonist
BEPRIDIL HYDROCHLORIDE	CACNG6	blocker
LEVOBETAXOLOL	ADRB1	antagonist
OTENZEPAD	CHRM3	antagonist
PROCYCLIDINE HYDROCHLORIDE	CHRM1	antagonist
MELATONIN	MTNR1A	agonist
IRAMPANEL	SCN10A	blocker
METHOHEXITAL SODIUM	GABRG1	positive_allosteric_modulator
ATENOLOL	NR1D1	antagonist
GLUTAMINE	GPRC6A	agonist
TEDISAMIL	KCNS2	blocker
ME-344	MT-ND4L	inhibitor
FURTRETHONIUM	CHRM4	agonist
WARFARIN POTASSIUM	VKORC1	inhibitor
BETULINIC ACID	GPBAR1	agonist
THIORIDAZINE	HTR6	antagonist
PROCAINE	IKBKE	inhibitor
RU-24969	HTR1B	agonist
WEDELOLACTONE	CBR1	inhibitor
BRL-15,572	HTR1E	agonist
UR-63325	HRH4	antagonist
NBQX	GRIA1	antagonist
BOSUTINIB	FRK	inhibitor
IDALOPIRDINE	HTR6	antagonist
PEGINTERFERON LAMBDA-1A	IFNLR1	agonist
ZOFENOPRIL	ACE	inhibitor
PHENYTOIN	SCN10A	blocker
MACITENTAN	EDNRB	antagonist
[3H]LSD	HTR2C	agonist
REPARIXIN	CXCR1	allosteric_modulator
EZETIMIBE	NPC1L1	antagonist
DESFLURANE	GABRQ	positive_allosteric_modulator
RETASPIMYCIN HYDROCHLORIDE (CHEMBL377559)	HSP90AB1	inhibitor
HALOPERIDOL	DRD5	antagonist
TARANABANT	CNR1	antagonist
TANEZUMAB	NGF	inhibitor
METHYSERGIDE	HTR1E	antagonist
DESLANOSIDE	ATP1B1	inhibitor
CHEMBL460831	CXCR3	antagonist
8-OH-DPAT	HTR1D	agonist
SPERMINE	TRPM5	channel_blocker
CHF4227	ESR1	modulator
EPINEPHRINE	ADRA2A	agonist
CHLOROPHENYLPIPERAZINE	HTR2A	agonist
CHEMBL216992	SSTR1	agonist
NORTRIPTYLINE	SLC6A2	inhibitor
CHEMBL1082810	GRM1	allosteric_modulator
FLUFENAMIC ACID	GJA5	inhibitor
PINDOLOL	ADRB1	partial_agonist
AMYLIN	RAMP3	agonist
TENIDAP	KCNJ4	activator
BISOPROLOL FUMARATE	ADRB1	antagonist
NV-128	MT-ND3	inhibitor
ATROPINE	CHRM1	antagonist
CHEMBL313417	VEGFA	inhibitor
CHEMBL525028	ADCYAP1R1	agonist
SARGRAMOSTIM	CSF2RB	agonist
LORAZEPAM	GABRQ	positive_allosteric_modulator
GR-79236	ADORA2A	agonist
DICYCLOMINE	CHRM1	antagonist
CHEMBL343796	CHRM1	allosteric_modulator
FENOTEROL	ADRB2	agonist
SECOBARBITAL SODIUM	GABRG1	positive_allosteric_modulator
DIQUAFOSOL	P2RY4	agonist
FLUSPIRILENE	HTR1E	antagonist
ELETRIPTAN HYDROBROMIDE	HTR1D	agonist
FLUPHENAZINE	HTR2A	antagonist
DESIPRAMINE HYDROCHLORIDE	NAT1	inhibitor
DIPIVEFRIN HYDROCHLORIDE	ADRA2B	agonist
NERISPIRDINE	KCNA2	blocker
PALIPERIDONE	HTR2A	antagonist
CHEMBL179691	GNRHR	antagonist
SPARSENTAN	AGTR2	antagonist
RISPERIDONE	HTR2A	antagonist
ANANDAMIDE	KCNK9	inhibitor
PINDOLOL	HTR2B	agonist;antagonist
CHEMBL336208	P2RY6	agonist
CYAMEMAZINE	HTR2A	antagonist
BRUCINE	CHRM4	allosteric_modulator
FARNESYL DIPHOSPHATE	LPAR4	antagonist
Trelanserin	HTR1B	antagonist
VIDUPIPRANT	PTGDR2	antagonist
IRAMPANEL	GRIA1	antagonist
ETICLOPRIDE	DRD3	antagonist
DEXTROAMPHETAMINE	SLC6A2	inhibitor
OLEIC ACID	FFAR4	agonist
PYROGALLOL	FFAR1	antagonist
BEDORADRINE SULFATE	ADRB2	agonist
BUCLIZINE HYDROCHLORIDE	HRH1	antagonist
DIHYDROMORPHINE	OPRD1	agonist
PASIREOTIDE PAMOATE	SSTR5	agonist
ORPHENADRINE CITRATE	HRH1	antagonist
TRIAZOLAM	GABRQ	positive_allosteric_modulator
CHEMBL297784	HTR2A	antagonist
